is_synthetic,synthetic_notice,outer_fold,subject_id,region_id,condition,metric_name,metric_direction,value,n_valid,replicate_id,seed,mapping_scope,pcmci_feature_count,null_feature_count,input_count_preserved,lag_identity_preserved
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.097796,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.131542,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,mouth,random_region,velocity_rmse,lower_is_better,1.144238,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,mouth,matched_sparsity,velocity_rmse,lower_is_better,1.128028,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,mouth,time_shuffle,velocity_rmse,lower_is_better,1.215428,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.163736,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.109536,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.113889,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.173213,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,random_region,velocity_rmse,lower_is_better,1.177589,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,matched_sparsity,velocity_rmse,lower_is_better,1.150019,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,time_shuffle,velocity_rmse,lower_is_better,1.243916,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.154981,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.104308,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.110268,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.156724,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,left_cheek,random_region,velocity_rmse,lower_is_better,1.172849,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,left_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.14156,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,left_cheek,time_shuffle,velocity_rmse,lower_is_better,1.23564,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.143661,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.098915,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.123036,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.163345,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,right_cheek,random_region,velocity_rmse,lower_is_better,1.175627,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,right_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.145158,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,right_cheek,time_shuffle,velocity_rmse,lower_is_better,1.228578,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.130901,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.083046,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.088413,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.14521,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,mouth,random_region,velocity_rmse,lower_is_better,1.154657,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,mouth,matched_sparsity,velocity_rmse,lower_is_better,1.126353,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,mouth,time_shuffle,velocity_rmse,lower_is_better,1.214039,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.148937,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.096671,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.097848,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.149202,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,jaw,random_region,velocity_rmse,lower_is_better,1.158626,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,jaw,matched_sparsity,velocity_rmse,lower_is_better,1.115724,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,jaw,time_shuffle,velocity_rmse,lower_is_better,1.223485,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.161812,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.12494,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.123494,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.17831,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,left_cheek,random_region,velocity_rmse,lower_is_better,1.194525,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,left_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.149758,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,left_cheek,time_shuffle,velocity_rmse,lower_is_better,1.243116,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.176492,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.145612,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.147683,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.19512,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,random_region,velocity_rmse,lower_is_better,1.209374,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.174399,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,time_shuffle,velocity_rmse,lower_is_better,1.255023,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.130717,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.090437,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.083628,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.142162,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,random_region,velocity_rmse,lower_is_better,1.155105,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,matched_sparsity,velocity_rmse,lower_is_better,1.12784,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,time_shuffle,velocity_rmse,lower_is_better,1.219534,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.156059,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.119464,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.119912,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.175857,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,random_region,velocity_rmse,lower_is_better,1.171395,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,matched_sparsity,velocity_rmse,lower_is_better,1.154831,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,time_shuffle,velocity_rmse,lower_is_better,1.233487,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.173635,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.132181,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.142722,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.192657,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,random_region,velocity_rmse,lower_is_better,1.204044,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.167854,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,time_shuffle,velocity_rmse,lower_is_better,1.258513,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.204406,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.154146,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.165561,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.1954,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,random_region,velocity_rmse,lower_is_better,1.218551,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.193199,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,time_shuffle,velocity_rmse,lower_is_better,1.271491,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.151168,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.122811,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.117088,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.169479,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,random_region,velocity_rmse,lower_is_better,1.18835,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,matched_sparsity,velocity_rmse,lower_is_better,1.149448,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,time_shuffle,velocity_rmse,lower_is_better,1.237746,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.154601,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.105731,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.124028,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.164845,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,random_region,velocity_rmse,lower_is_better,1.177395,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,matched_sparsity,velocity_rmse,lower_is_better,1.150806,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,time_shuffle,velocity_rmse,lower_is_better,1.240391,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.194395,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.155076,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.152054,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.193886,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,random_region,velocity_rmse,lower_is_better,1.222225,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.174889,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,time_shuffle,velocity_rmse,lower_is_better,1.276474,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.219441,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.157615,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.185284,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.22287,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,random_region,velocity_rmse,lower_is_better,1.238053,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.208596,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,time_shuffle,velocity_rmse,lower_is_better,1.291337,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
<<<<<<< Updated upstream
>>>>>>> Stashed changes
=======
>>>>>>> Stashed changes
