is_synthetic,synthetic_notice,outer_fold,subject_id,region_id,delta_frames,delta_ms,reference_delta,error,reference_error,delta_error,evaluable,same_support,same_region_identity,same_feature_count,n_valid
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,0,0.0,0,1.060683,1.060683,0.0,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,1,33.333,0,1.112407,1.060683,0.051724,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,2,66.667,0,1.175887,1.060683,0.115204,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,-2,-66.667,0,1.206781,1.094321,0.11246,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,-1,-33.333,0,1.142123,1.094321,0.047802,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,0,0.0,0,1.094321,1.094321,0.0,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,1,33.333,0,1.157155,1.094321,0.062834,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,2,66.667,0,1.209697,1.094321,0.115376,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,-2,-66.667,0,1.230366,1.113338,0.117028,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,-1,-33.333,0,1.157599,1.113338,0.044261,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,0,0.0,0,1.113338,1.113338,0.0,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,1,33.333,0,1.176427,1.113338,0.063089,True,True,True,True,240
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,2,66.667,0,1.230329,1.113338,0.116991,True,True,True,True,240
<<<<<<< Updated upstream
>>>>>>> Stashed changes
=======
>>>>>>> Stashed changes
