condition,target,source,band,n_subjects,n_groups,n_missing,median,mean,n_positive,fraction_positive,ci_low,ci_high,ci_status,estimand,is_synthetic,synthetic_notice,protocol_id
non_speaking,mouth,right_cheek,0–100 ms,24,12,6,-0.00013165498851383333,-0.00011291164839249619,10,0.4166666666666667,-0.00036754574086258335,8.399833876669184e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,right_cheek,100–250 ms,24,12,6,0.0001092690421423715,0.00014324988734793883,13,0.5416666666666666,-0.0003183904405901375,0.00036318222992673746,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,right_cheek,250–500 ms,24,12,6,0.00025080062480394873,0.00027214228277226807,16,0.6666666666666666,-1.7790764026229887e-05,0.0004102707137484333,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,right_eyelid,0–100 ms,30,15,0,-0.00018776834817586666,-0.00014122681152180407,10,0.3333333333333333,-0.0003517175883054166,-4.8531286329104334e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,right_eyelid,100–250 ms,30,15,0,-9.399873763670568e-05,-9.62099373242973e-06,14,0.4666666666666667,-0.00039123144612595,0.00015843188651325034,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,right_eyelid,250–500 ms,30,15,0,3.9608035614747063e-05,9.260144821678815e-05,16,0.5333333333333333,-0.0001470688631851125,0.00019814700098623477,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,jaw,0–100 ms,30,15,0,-0.0001596051184664521,-0.00012426275638545848,12,0.4,-0.00023155569764533334,5.203957678034516e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,jaw,100–250 ms,30,15,0,-0.000155116489949194,-9.10423533600709e-05,12,0.4,-0.0002855597021886,0.00022858596549301253,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,jaw,250–500 ms,30,15,0,-9.106014184798174e-05,-5.081840273206779e-05,12,0.4,-0.000172984955755975,0.00014992405133832854,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,left_brow,0–100 ms,30,15,0,-4.6617007480079305e-05,-4.629112938198547e-05,14,0.4666666666666667,-0.0003060782603704334,7.631877803178933e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,left_brow,100–250 ms,30,15,0,0.0002634391340998484,0.00026402993665350496,19,0.6333333333333333,-0.00020695262181002203,0.00048631626649205,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,left_brow,250–500 ms,30,15,0,0.0003476270972356068,0.0003479981505731681,23,0.7666666666666667,5.219771915462192e-05,0.0004876050024260031,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,left_cheek,0–100 ms,30,15,0,-2.841401164155235e-05,-5.999502347021357e-05,14,0.4666666666666667,-0.00023853286146768333,8.09893115561624e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,left_cheek,100–250 ms,30,15,0,2.4863350410251673e-05,-3.2391624820176794e-05,15,0.5,-0.000356072814887825,0.000223206728190425,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,left_cheek,250–500 ms,30,15,0,-0.00038821067871578496,-0.0004241696459209981,0,0.0,-0.0006274575043428187,-0.0002636411895444693,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,left_eyelid,0–100 ms,30,15,0,-0.00020922080015263334,-0.0001872310102792586,8,0.26666666666666666,-0.0004157937852004333,-6.592877852538142e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,left_eyelid,100–250 ms,30,15,0,-0.0003111319784943375,-0.0002712654637242236,10,0.3333333333333333,-0.000685639648050875,-5.134989191972559e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,left_eyelid,250–500 ms,30,15,0,-0.00021412080538717502,-0.0001890826547035925,8,0.26666666666666666,-0.000449330216507975,-5.0964756606397457e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,mouth,0–100 ms,30,15,0,-5.128690780093178e-05,-8.78025368306493e-05,15,0.5,-0.00026956250608454996,1.722825601497115e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,mouth,100–250 ms,30,15,0,-0.00013831541893049294,-0.00020451663651534888,13,0.43333333333333335,-0.0005340394077924875,-1.4100462536052086e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,mouth,250–500 ms,30,15,0,-0.00022823764129800773,-0.0002698152928907069,9,0.3,-0.0004767719543518,-0.00015022448129908963,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,right_cheek,0–100 ms,24,12,6,-6.685004053878637e-05,-9.083203469026471e-05,11,0.4583333333333333,-0.00020627716898469998,0.0001677697184049342,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,right_cheek,100–250 ms,24,12,6,-0.00029446187819956525,-0.0003379401710601561,9,0.375,-0.0005472370846727876,0.00013089334980175636,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,right_cheek,250–500 ms,24,12,6,-0.0004315493843975625,-0.0004588559110499636,0,0.0,-0.0005903047645768563,-0.00016440518194683272,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,right_eyelid,0–100 ms,30,15,0,-0.00019676503838745002,-0.00015106536609810239,11,0.36666666666666664,-0.00026430184618773337,7.174533559068877e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,right_eyelid,100–250 ms,30,15,0,-0.000464565367979875,-0.0003817138868695783,11,0.36666666666666664,-0.0005870066082645875,2.2232043535658714e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,right_eyelid,250–500 ms,30,15,0,-0.0004845588651763063,-0.00043252402138923776,5,0.16666666666666666,-0.0005614580433917313,-0.00017882592081954916,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,jaw,0–100 ms,24,12,6,-7.145822665648113e-05,-0.00010224148705609672,10,0.4166666666666667,-0.00021475367435853332,0.0001269936560295572,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,jaw,100–250 ms,24,12,6,-0.0002373896701020625,-0.0002931983573365267,9,0.375,-0.0004971779679986,0.00012239480068263264,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,jaw,250–500 ms,24,12,6,-0.0003418812474333625,-0.0003769318739676162,4,0.16666666666666666,-0.0005050411972327125,-0.00011591873616118892,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,left_brow,0–100 ms,24,12,6,-0.00016832131620138336,-0.0001326793453013344,8,0.3333333333333333,-0.0003703482843415667,-2.8400395221218205e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,left_brow,100–250 ms,24,12,6,-0.00022701101898761248,-0.0001623937048838553,9,0.375,-0.0005932769613044625,2.665941147242791e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,left_brow,250–500 ms,24,12,6,-0.0004143698636145313,-0.00037378698205016935,4,0.16666666666666666,-0.0006444030608197251,-0.00025505223832282217,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,left_cheek,0–100 ms,24,12,6,-0.0001279583275680397,-9.710694315185692e-05,9,0.375,-0.00034689357449033326,1.1345029127226824e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,left_cheek,100–250 ms,24,12,6,0.00011597092465440976,0.0001719031177126321,14,0.5833333333333334,-0.00028094897796338784,0.000368521738427476,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,left_cheek,250–500 ms,24,12,6,0.00025500973977593875,0.0002901379340996949,18,0.75,5.72433350532038e-06,0.00041362419019821836,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,left_eyelid,0–100 ms,24,12,6,0.0001230567646144721,8.656095707510156e-06,14,0.5833333333333334,-1.479352517054505e-05,0.00013220377665345046,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,left_eyelid,100–250 ms,24,12,6,0.0004695134205665,0.0002621100764257294,16,0.6666666666666666,0.00021959695272280602,0.00048609654812952505,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,left_eyelid,250–500 ms,24,12,6,0.00039352164984688103,0.00026326205196572534,17,0.7083333333333334,0.0002365616994658353,0.00040393667732349295,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,mouth,0–100 ms,24,12,6,-0.00018520005883158335,-0.00016645671871024276,7,0.2916666666666667,-0.00042109081118038333,-4.514523644108118e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,mouth,100–250 ms,24,12,6,-0.000278753017954075,-0.00024477217274854196,7,0.2916666666666667,-0.0007064125006866125,-2.483983016968855e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,mouth,250–500 ms,24,12,6,-0.00020415036070646876,-0.0001828087027381821,7,0.2916666666666667,-0.00047274174953668125,-4.468027176200988e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,right_brow,0–100 ms,24,12,6,-2.987349065396884e-05,-5.385548480544644e-05,12,0.5,-0.00016930061909988333,0.00020474626828975,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,right_brow,100–250 ms,24,12,6,1.884743573089696e-05,-2.4630857129658844e-05,12,0.5,-0.00023392777074228752,0.0004442026637322625,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,right_brow,250–500 ms,24,12,6,-3.2176798274109004e-05,-5.9483324926490024e-05,12,0.5,-0.00019093217845333126,0.00023496740417659246,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,right_eyelid,0–100 ms,24,12,6,1.1562789805502594e-05,-1.6047500517976597e-05,12,0.5,-0.000126836780074241,0.00024430060426585,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,right_eyelid,100–250 ms,24,12,6,0.00037344813890181975,0.0003233919058352001,17,0.7083333333333334,0.0001225358505825522,0.0007953914849354374,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,right_eyelid,250–500 ms,24,12,6,0.000420446193612291,0.00038900839390988576,20,0.8333333333333334,0.0002628608185292054,0.0006854475647842784,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,jaw,0–100 ms,30,15,0,-0.0002097778336969,-0.0001773492779874398,10,0.3333333333333333,-0.00031605537927815,5.440216892923267e-07,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,jaw,100–250 ms,30,15,0,-0.00055358363469705,-0.0004947920999616133,7,0.23333333333333334,-0.0007462601161479625,-0.00017227942931286174,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,jaw,250–500 ms,30,15,0,-0.0005942907131039625,-0.0005573667102380277,0,0.0,-0.000715301110014,-0.00035481274002929373,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_brow,0–100 ms,30,15,0,-0.00016173534134183333,-0.00013974555146847037,10,0.3333333333333333,-0.0003683083263896667,-1.8443319714598477e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_brow,100–250 ms,30,15,0,-4.680204965397302e-05,-6.9355348838289026e-06,14,0.4666666666666667,-0.00042130971921044996,0.00021298003692062474,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_brow,250–500 ms,30,15,0,6.924989902549233e-05,9.428804970913488e-05,16,0.5333333333333333,-0.000165959512095225,0.00023240594780631795,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_cheek,0–100 ms,30,15,0,-6.622606769995802e-05,-0.00010274169672965633,13,0.43333333333333335,-0.00028450166598355004,2.289096115959166e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_cheek,100–250 ms,30,15,0,-3.147735293202231e-05,-9.767857051689354e-05,15,0.5,-0.00042720134179405,9.273760346237861e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_cheek,250–500 ms,30,15,0,-3.272131503480223e-05,-7.429896662747872e-05,15,0.5,-0.00028125562808855003,4.5291844964099364e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,0–100 ms,30,15,0,1.1661152692777742e-05,-1.9919859135882587e-05,15,0.5,-0.00019845769713336663,0.00012106447589049282,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,100–250 ms,30,15,0,0.00036909485644576255,0.0003118398812153543,20,0.6666666666666666,-1.1841308852334011e-05,0.00056743823422595,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,left_eyelid,250–500 ms,30,15,0,0.0004139841367695482,0.000378025169564333,23,0.7666666666666667,0.0001747373111424869,0.0005385536259408282,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,0–100 ms,30,15,0,-0.00021259829020508334,-0.00016605675355100625,10,0.3333333333333333,-0.0003765475303346,-7.33612283583053e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,100–250 ms,30,15,0,-0.00030905458623485,-0.00022467684233058515,10,0.3333333333333333,-0.0006062872947241,-5.6623962084876396e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,mouth,250–500 ms,30,15,0,-0.000597927722251825,-0.0005449343096498188,0,0.0,-0.0007846046210517688,-0.00043938875688034006,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,0–100 ms,30,15,0,-0.00012764968921948332,-8.195001693013779e-05,14,0.4666666666666667,-0.00019518649701976668,0.00014086068475865527,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,100–250 ms,30,15,0,0.00012106208231858149,0.00020391356342892308,17,0.5666666666666667,-1.379157966119367e-06,0.000607859493834125,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_brow,250–500 ms,30,15,0,0.00026193521888552036,0.00031397006267264713,20,0.6666666666666666,0.00018503604067011725,0.0005676681632423085,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,0–100 ms,24,12,6,-5.755255936243694e-05,-8.516284968593664e-05,12,0.5,-0.00019595212924216666,0.00017518525509788003,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,100–250 ms,24,12,6,-0.0002121793113965992,-0.0002622355444633041,9,0.375,-0.0004630915997159,0.00020976403463692178,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,right_cheek,250–500 ms,24,12,6,-0.00032604789044957496,-0.0003574856901519961,3,0.125,-0.00048363326553265,-6.104651927761219e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,0–100 ms,30,15,0,-7.864576302726194e-05,-0.00011516139205696425,13,0.43333333333333335,-0.00029692136131085,-1.0130599211349497e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,100–250 ms,30,15,0,-8.809421308682278e-05,-0.00015429543067167097,15,0.5,-0.0004838182019487875,3.612074330761972e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_brow,250–500 ms,30,15,0,-5.4759260071271134e-05,-9.633691166395806e-05,15,0.5,-0.0003032935731250375,2.3253899927636577e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,0–100 ms,30,15,0,-4.741513417560062e-05,-9.204079031193558e-05,13,0.43333333333333335,-0.0003114212156901167,2.2091856102928714e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,100–250 ms,30,15,0,-0.00010974857086397848,-0.00019065290827378667,13,0.43333333333333335,-0.0005883798997082375,1.626452296366576e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_cheek,250–500 ms,30,15,0,-0.00019256995702445,-0.00024338189789021057,10,0.3333333333333333,-0.0004931741960103563,-0.00011342747743834798,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,0–100 ms,30,15,0,-0.00021259876885859998,-0.00016605723220451836,10,0.3333333333333333,-0.0003765480089881333,-7.33617070118178e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,100–250 ms,30,15,0,-0.00030911772257445,-0.0002247399786701868,10,0.3333333333333333,-0.0006063504310637126,-5.668709842447943e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,left_eyelid,250–500 ms,30,15,0,-0.0006026085968004813,-0.0005496151841984755,0,0.0,-0.0007892854956004,-0.0004440696314289938,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,mouth,0–100 ms,30,15,0,1.058400060449053e-05,6.340409901826942e-06,15,0.5,-6.23943320665829e-05,9.754317602356752e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,mouth,100–250 ms,30,15,0,1.058400060449053e-05,6.340409901826942e-06,15,0.5,-6.23943320665829e-05,9.754317602356752e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,mouth,250–500 ms,29,15,1,2.116800120898106e-05,6.559044726027871e-06,15,0.5172413793103449,-8.048593770006683e-05,9.804558291569287e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,right_brow,0–100 ms,30,15,0,-0.00019849476183636663,-0.0001631523997553869,12,0.4,-0.00027044534101526666,1.3149933410420343e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,right_brow,100–250 ms,30,15,0,-0.0004846358074947375,-0.000420561670905622,9,0.3,-0.0006150790197341626,-0.00010093335205246531,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,right_brow,250–500 ms,30,15,0,-0.000511095474902275,-0.00047085373578635337,3,0.1,-0.0005930202888102812,-0.0002701112817159062,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,right_cheek,0–100 ms,24,12,6,-3.165946191997145e-05,-6.244272231958646e-05,10,0.4166666666666667,-0.000174954909622,0.00016679242076603754,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,right_cheek,100–250 ms,24,12,6,9.983280505356884e-05,4.402411781918025e-05,13,0.5416666666666666,-0.00015995549284287503,0.0004596172758383375,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,right_cheek,250–500 ms,24,12,6,8.797323187444104e-05,5.292260534022974e-05,13,0.5416666666666666,-7.518671792488098e-05,0.0003139357431466459,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,right_eyelid,0–100 ms,30,15,0,-0.00020807853398173334,-0.0001756499782722642,10,0.3333333333333333,-0.000314356079563,2.243321404462803e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,right_eyelid,100–250 ms,30,15,0,-0.0005391851462069,-0.0004803936114714515,8,0.26666666666666666,-0.0007318616276578,-0.00015788094082267812,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,right_eyelid,250–500 ms,30,15,0,-0.0005759370883347188,-0.0005390130854688023,0,0.0,-0.0006969474852447813,-0.000336459115260075,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,jaw,0–100 ms,30,15,0,-3.916490926353233e-05,-7.568053829321476e-05,15,0.5,-0.0002574405075471167,2.9350254552401617e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,jaw,100–250 ms,30,15,0,-3.560342830240189e-05,-0.00010180464588725849,15,0.5,-0.00043132741716439993,8.861152809202312e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,jaw,250–500 ms,30,15,0,-9.731158356796521e-05,-0.00013888923516064877,12,0.4,-0.00034584589662171877,-1.9298423569058846e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,left_cheek,0–100 ms,30,15,0,-0.00020488921444656666,-0.00015918954215721396,11,0.36666666666666664,-0.00027242602224684996,6.362115953159551e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,left_cheek,100–250 ms,30,15,0,-0.0005334030511942625,-0.0004505515700839753,8,0.26666666666666666,-0.0006558442914789625,-4.660563967872594e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,left_cheek,250–500 ms,30,15,0,-0.0005723056455806249,-0.0005202708017935354,0,0.0,-0.0006492048237960375,-0.0002665727012238578,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,left_eyelid,0–100 ms,30,15,0,-0.00019465057352343332,-0.00013567078209494125,11,0.36666666666666664,-0.00028797572040938335,1.2682585634470668e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,left_eyelid,100–250 ms,30,15,0,-0.0001956628588683625,-8.873511014212853e-05,13,0.43333333333333335,-0.00036485721534813744,0.0001802229726698075,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,left_eyelid,250–500 ms,30,15,0,-9.761271669139665e-05,-3.0456781433363636e-05,13,0.43333333333333335,-0.000203875173211125,0.00013846224858084843,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,mouth,0–100 ms,30,15,0,-2.50608011640196e-05,-6.500204121640529e-05,14,0.4666666666666667,-0.0001645391882445833,0.0001505695829502467,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
