condition,outer_fold,group_id,subject_id,target,source,band,gain,status,n_lags,support_sha256,is_synthetic,synthetic_notice,protocol_id
non_speaking,2,MOCK_G08,MOCK_S16,left_cheek,right_eyelid,100–250 ms,1.2360629359026845e-05,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_cheek,right_eyelid,250–500 ms,0.00018993732998700972,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,jaw,0–100 ms,0.0002806724143947,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,jaw,100–250 ms,0.00046351212456115004,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,jaw,250–500 ms,0.00014973993728821023,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,left_brow,0–100 ms,0.0002717963542029,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,left_brow,100–250 ms,0.0008452400613563,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,left_brow,250–500 ms,0.0007167549458027846,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,left_cheek,0–100 ms,-0.0005176916851658667,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,left_cheek,100–250 ms,-0.00104639115974905,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,left_cheek,250–500 ms,-0.0008499743505760626,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,mouth,0–100 ms,0.00011584008697737157,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,mouth,100–250 ms,3.6747228795808714e-05,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,mouth,250–500 ms,-0.00022353362037732274,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,right_brow,0–100 ms,0.0003111485292592333,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,right_brow,100–250 ms,0.000912052201199975,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,right_brow,250–500 ms,0.0007549883075908667,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,right_cheek,0–100 ms,-0.00022518342425540002,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,right_cheek,100–250 ms,-0.000331870876676425,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,right_cheek,250–500 ms,-0.0006122574854983,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,right_eyelid,0–100 ms,-0.0004090350898643667,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,right_eyelid,100–250 ms,-0.0006845560120764249,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,left_eyelid,right_eyelid,250–500 ms,-0.00045901478949535,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,jaw,0–100 ms,-0.00036092810835146663,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,jaw,100–250 ms,-0.000565759095689375,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,jaw,250–500 ms,-0.0003682767770507,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,left_brow,0–100 ms,-0.0005306776559965,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,left_brow,100–250 ms,-0.00115642375133365,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,left_brow,250–500 ms,-0.000990231913007675,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,left_cheek,0–100 ms,0.0001185583422362988,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,left_cheek,100–250 ms,0.0005674263349592749,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,left_cheek,250–500 ms,0.0005422741319265416,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,left_eyelid,0–100 ms,0.0001528166368621924,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,left_eyelid,100–250 ms,0.000350056542726275,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,left_eyelid,250–500 ms,0.00017583896574611613,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,right_brow,0–100 ms,-0.00022516980783506666,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,right_brow,100–250 ms,-0.00033007481561430003,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,right_brow,250–500 ms,-0.00047909904510537503,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,right_cheek,0–100 ms,-0.0002674725590300667,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,right_cheek,100–250 ms,-0.0001369621957277445,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,right_cheek,250–500 ms,9.615518182127093e-05,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,right_eyelid,0–100 ms,0.00032447740603263334,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,right_eyelid,100–250 ms,0.000834680119400025,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,mouth,right_eyelid,250–500 ms,0.000622864467566091,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,jaw,0–100 ms,0.00016201057352736438,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,jaw,100–250 ms,0.000427958510267075,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,jaw,250–500 ms,0.00027513990848082245,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,left_brow,0–100 ms,-7.330875752712372e-05,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,left_brow,100–250 ms,0.00021504817385795648,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,left_brow,250–500 ms,0.00031723517154940654,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,left_cheek,0–100 ms,-0.00039556518388093333,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,left_cheek,100–250 ms,-0.000640765458015475,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,left_cheek,250–500 ms,-0.0008062586194702624,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,left_eyelid,0–100 ms,0.0002484178481433,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,left_eyelid,100–250 ms,0.0005185466149221751,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,left_eyelid,250–500 ms,0.0003069585455593775,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,mouth,0–100 ms,-0.0002441584738641,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,mouth,100–250 ms,-0.000487983022917175,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,mouth,250–500 ms,-0.00044784625790955,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,right_cheek,0–100 ms,-0.0005275151609401333,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,right_cheek,100–250 ms,-0.0011296273314535749,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,right_cheek,250–500 ms,-0.000956074755749575,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,right_eyelid,0–100 ms,-5.845175245541035e-05,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,right_eyelid,100–250 ms,-0.00021380950863488781,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_brow,right_eyelid,250–500 ms,-0.00032707173525595,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,jaw,0–100 ms,-0.0005304743569421,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,jaw,100–250 ms,-0.0010695655773357,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,jaw,250–500 ms,-0.0008645290354509501,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,left_brow,0–100 ms,-0.0003955515674606,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,left_brow,100–250 ms,-0.000638969396953325,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,left_brow,250–500 ms,-0.0006731001790772999,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,left_cheek,0–100 ms,0.0003397226283377666,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,left_cheek,100–250 ms,0.0009638557768374,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,left_cheek,250–500 ms,0.0007875235251848375,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,left_eyelid,0–100 ms,-0.00020035348222623335,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,left_eyelid,100–250 ms,-0.000116815028078313,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,left_eyelid,250–500 ms,2.5278272368277466e-05,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,mouth,0–100 ms,-0.0003210176293478,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,mouth,100–250 ms,-0.000524984255824225,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,mouth,250–500 ms,-0.0003587958036891625,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,right_brow,0–100 ms,-0.0004905386110553334,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,right_brow,100–250 ms,-0.00081631801752305,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,right_brow,250–500 ms,-0.0005567021696260625,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,right_eyelid,0–100 ms,0.00019477891191962176,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,right_eyelid,100–250 ms,0.00070561085079885,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_cheek,right_eyelid,250–500 ms,0.0006290608688580559,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,jaw,0–100 ms,3.961951729407621e-05,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,jaw,100–250 ms,-0.0001014372870437461,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,jaw,250–500 ms,-0.0003103203573088375,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,left_brow,0–100 ms,0.0002959033069541,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,left_brow,100–250 ms,0.000782876543762575,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,left_brow,250–500 ms,0.0005903292499721002,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,left_cheek,0–100 ms,-0.0002590976337631,evaluable,3,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,left_cheek,100–250 ms,-0.000381144956918675,evaluable,4,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,right_eyelid,left_cheek,250–500 ms,-0.0002523299316463125,evaluable,8,5ac07a10ee24eb68615aeacfaecbae0b5513ad41f26f43a5d54a01e00e0c6158,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
