condition,outer_fold,target,source,band,n_lags,opportunities,selected_count,failures,frequency,frequency_low,frequency_high,primary_selected,is_synthetic,synthetic_notice,protocol_id
non_speaking,2,mouth,jaw,100–250 ms,4,100,91,0,0.91,0.91,0.91,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,jaw,250–500 ms,8,100,50,0,0.5,0.5,0.5,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,left_brow,0–100 ms,3,100,14,0,0.14,0.14,0.14,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,left_brow,100–250 ms,4,100,25,0,0.25,0.25,0.25,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,left_brow,250–500 ms,8,100,40,0,0.4,0.4,0.4,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,left_cheek,0–100 ms,3,100,30,0,0.3,0.3,0.3,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,left_cheek,100–250 ms,4,100,31,0,0.31,0.31,0.31,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,left_cheek,250–500 ms,8,100,43,0,0.43,0.43,0.43,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,left_eyelid,0–100 ms,3,100,16,0,0.16,0.16,0.16,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,left_eyelid,100–250 ms,4,100,29,0,0.29,0.29,0.29,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,left_eyelid,250–500 ms,8,100,55,0,0.55,0.55,0.55,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,right_brow,0–100 ms,3,100,24,0,0.24,0.24,0.24,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,right_brow,100–250 ms,4,100,38,0,0.38,0.38,0.38,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,right_brow,250–500 ms,8,100,56,0,0.56,0.56,0.56,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,right_cheek,0–100 ms,3,100,17,0,0.17,0.17,0.17,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,right_cheek,100–250 ms,4,100,27,0,0.27,0.27,0.27,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,right_cheek,250–500 ms,8,100,37,0,0.37,0.37,0.37,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,right_eyelid,0–100 ms,3,100,21,0,0.21,0.21,0.21,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,right_eyelid,100–250 ms,4,100,31,0,0.31,0.31,0.31,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,mouth,right_eyelid,250–500 ms,8,100,46,0,0.46,0.46,0.46,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,jaw,0–100 ms,3,100,19,0,0.19,0.19,0.19,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,jaw,100–250 ms,4,100,24,0,0.24,0.24,0.24,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,jaw,250–500 ms,8,100,44,0,0.44,0.44,0.44,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,left_brow,0–100 ms,3,100,21,0,0.21,0.21,0.21,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,left_brow,100–250 ms,4,100,18,0,0.18,0.18,0.18,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,left_brow,250–500 ms,8,100,46,0,0.46,0.46,0.46,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,left_cheek,0–100 ms,3,100,47,0,0.47,0.47,0.47,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,left_cheek,100–250 ms,4,100,29,0,0.29,0.29,0.29,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,left_cheek,250–500 ms,8,100,43,0,0.43,0.43,0.43,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,left_eyelid,0–100 ms,3,100,21,0,0.21,0.21,0.21,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,left_eyelid,100–250 ms,4,100,95,0,0.95,0.95,0.95,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,left_eyelid,250–500 ms,8,100,57,0,0.57,0.57,0.57,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,mouth,0–100 ms,3,100,20,0,0.2,0.2,0.2,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,mouth,100–250 ms,4,100,27,0,0.27,0.27,0.27,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,mouth,250–500 ms,8,100,52,0,0.52,0.52,0.52,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,right_cheek,0–100 ms,3,100,24,0,0.24,0.24,0.24,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,right_cheek,100–250 ms,4,100,29,0,0.29,0.29,0.29,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,right_cheek,250–500 ms,8,100,48,0,0.48,0.48,0.48,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,right_eyelid,0–100 ms,3,100,21,0,0.21,0.21,0.21,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,right_eyelid,100–250 ms,4,100,27,0,0.27,0.27,0.27,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_brow,right_eyelid,250–500 ms,8,100,51,0,0.51,0.51,0.51,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,jaw,0–100 ms,3,100,21,0,0.21,0.21,0.21,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,jaw,100–250 ms,4,100,24,0,0.24,0.24,0.24,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,jaw,250–500 ms,8,100,39,0,0.39,0.39,0.39,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,left_brow,0–100 ms,3,100,50,0,0.5,0.5,0.5,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,left_brow,100–250 ms,4,100,25,0,0.25,0.25,0.25,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,left_brow,250–500 ms,8,100,54,0,0.54,0.54,0.54,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,left_cheek,0–100 ms,3,100,21,0,0.21,0.21,0.21,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,left_cheek,100–250 ms,4,100,24,0,0.24,0.24,0.24,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,left_cheek,250–500 ms,8,100,39,0,0.39,0.39,0.39,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,left_eyelid,0–100 ms,3,100,20,0,0.2,0.2,0.2,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,left_eyelid,100–250 ms,4,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,left_eyelid,250–500 ms,8,100,56,0,0.56,0.56,0.56,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,mouth,0–100 ms,3,100,16,0,0.16,0.16,0.16,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,mouth,100–250 ms,4,100,76,0,0.76,0.76,0.76,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,mouth,250–500 ms,8,100,80,0,0.8,0.8,0.8,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,right_brow,0–100 ms,3,100,19,0,0.19,0.19,0.19,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,right_brow,100–250 ms,4,100,34,0,0.34,0.34,0.34,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,right_brow,250–500 ms,8,100,46,0,0.46,0.46,0.46,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,right_eyelid,0–100 ms,3,100,20,0,0.2,0.2,0.2,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,right_eyelid,100–250 ms,4,100,41,0,0.41,0.41,0.41,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_cheek,right_eyelid,250–500 ms,8,100,42,0,0.42,0.42,0.42,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,jaw,0–100 ms,3,100,22,0,0.22,0.22,0.22,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,jaw,100–250 ms,4,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,jaw,250–500 ms,8,100,47,0,0.47,0.47,0.47,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,left_brow,0–100 ms,3,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,left_brow,100–250 ms,4,100,22,0,0.22,0.22,0.22,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,left_brow,250–500 ms,8,100,50,0,0.5,0.5,0.5,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,left_cheek,0–100 ms,3,100,23,0,0.23,0.23,0.23,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,left_cheek,100–250 ms,4,100,87,0,0.87,0.87,0.87,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,left_cheek,250–500 ms,8,100,50,0,0.5,0.5,0.5,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,left_eyelid,0–100 ms,3,100,23,0,0.23,0.23,0.23,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,left_eyelid,100–250 ms,4,100,30,0,0.3,0.3,0.3,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,left_eyelid,250–500 ms,8,100,43,0,0.43,0.43,0.43,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,mouth,0–100 ms,3,100,49,0,0.49,0.49,0.49,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,mouth,100–250 ms,4,100,22,0,0.22,0.22,0.22,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,mouth,250–500 ms,8,100,53,0,0.53,0.53,0.53,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,right_brow,0–100 ms,3,100,22,0,0.22,0.22,0.22,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,right_brow,100–250 ms,4,100,27,0,0.27,0.27,0.27,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,right_brow,250–500 ms,8,100,48,0,0.48,0.48,0.48,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,right_cheek,0–100 ms,3,100,25,0,0.25,0.25,0.25,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,right_cheek,100–250 ms,4,100,29,0,0.29,0.29,0.29,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,right_eyelid,right_cheek,250–500 ms,8,100,51,0,0.51,0.51,0.51,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,left_brow,0–100 ms,3,100,22,0,0.22,0.22,0.22,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,left_brow,100–250 ms,4,100,94,0,0.94,0.94,0.94,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,left_brow,250–500 ms,8,100,52,0,0.52,0.52,0.52,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,left_cheek,0–100 ms,3,100,23,0,0.23,0.23,0.23,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,left_cheek,100–250 ms,4,100,30,0,0.3,0.3,0.3,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,left_cheek,250–500 ms,8,100,53,0,0.53,0.53,0.53,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,left_eyelid,0–100 ms,3,100,42,0,0.42,0.42,0.42,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,left_eyelid,100–250 ms,4,100,28,0,0.28,0.28,0.28,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,left_eyelid,250–500 ms,8,100,46,0,0.46,0.46,0.46,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,mouth,0–100 ms,3,100,16,0,0.16,0.16,0.16,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,mouth,100–250 ms,4,100,28,0,0.28,0.28,0.28,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,mouth,250–500 ms,8,100,59,0,0.59,0.59,0.59,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,right_brow,0–100 ms,3,100,23,0,0.23,0.23,0.23,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,right_brow,100–250 ms,4,100,33,0,0.33,0.33,0.33,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,right_brow,250–500 ms,8,100,50,0,0.5,0.5,0.5,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,right_cheek,0–100 ms,3,100,24,0,0.24,0.24,0.24,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,right_cheek,100–250 ms,4,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,right_cheek,250–500 ms,8,100,51,0,0.51,0.51,0.51,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,right_eyelid,0–100 ms,3,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,right_eyelid,100–250 ms,4,100,30,0,0.3,0.3,0.3,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,jaw,right_eyelid,250–500 ms,8,100,52,0,0.52,0.52,0.52,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,jaw,0–100 ms,3,100,20,0,0.2,0.2,0.2,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,jaw,100–250 ms,4,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,jaw,250–500 ms,8,100,52,0,0.52,0.52,0.52,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,left_cheek,0–100 ms,3,100,19,0,0.19,0.19,0.19,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,left_cheek,100–250 ms,4,100,34,0,0.34,0.34,0.34,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,left_cheek,250–500 ms,8,100,49,0,0.49,0.49,0.49,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,left_eyelid,0–100 ms,3,100,31,0,0.31,0.31,0.31,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,left_eyelid,100–250 ms,4,100,28,0,0.28,0.28,0.28,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,left_eyelid,250–500 ms,8,100,57,0,0.57,0.57,0.57,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,mouth,0–100 ms,3,100,17,0,0.17,0.17,0.17,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,mouth,100–250 ms,4,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,mouth,250–500 ms,8,100,54,0,0.54,0.54,0.54,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,right_brow,0–100 ms,3,100,21,0,0.21,0.21,0.21,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,right_brow,100–250 ms,4,100,94,0,0.94,0.94,0.94,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,right_brow,250–500 ms,8,100,37,0,0.37,0.37,0.37,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,right_cheek,0–100 ms,3,100,19,0,0.19,0.19,0.19,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,right_cheek,100–250 ms,4,100,19,0,0.19,0.19,0.19,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,right_cheek,250–500 ms,8,100,40,0,0.4,0.4,0.4,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,right_eyelid,0–100 ms,3,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,right_eyelid,100–250 ms,4,100,30,0,0.3,0.3,0.3,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_brow,right_eyelid,250–500 ms,8,100,64,0,0.64,0.64,0.64,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,jaw,0–100 ms,3,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,jaw,100–250 ms,4,100,31,0,0.31,0.31,0.31,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,jaw,250–500 ms,8,100,77,0,0.77,0.77,0.77,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,left_brow,0–100 ms,3,100,24,0,0.24,0.24,0.24,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,left_brow,100–250 ms,4,100,27,0,0.27,0.27,0.27,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,left_brow,250–500 ms,8,100,45,0,0.45,0.45,0.45,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,left_eyelid,0–100 ms,3,100,26,0,0.26,0.26,0.26,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,left_eyelid,100–250 ms,4,100,29,0,0.29,0.29,0.29,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,left_eyelid,250–500 ms,8,100,48,0,0.48,0.48,0.48,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,mouth,0–100 ms,3,100,29,0,0.29,0.29,0.29,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,mouth,100–250 ms,4,100,33,0,0.33,0.33,0.33,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,mouth,250–500 ms,8,100,49,0,0.49,0.49,0.49,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,right_brow,0–100 ms,3,100,31,0,0.31,0.31,0.31,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,right_brow,100–250 ms,4,100,33,0,0.33,0.33,0.33,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,right_brow,250–500 ms,8,100,53,0,0.53,0.53,0.53,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,right_cheek,0–100 ms,3,100,27,0,0.27,0.27,0.27,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,right_cheek,100–250 ms,4,100,94,0,0.94,0.94,0.94,True,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,right_cheek,250–500 ms,8,100,48,0,0.48,0.48,0.48,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,right_eyelid,0–100 ms,3,100,16,0,0.16,0.16,0.16,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,right_eyelid,100–250 ms,4,100,19,0,0.19,0.19,0.19,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_cheek,right_eyelid,250–500 ms,8,100,35,0,0.35,0.35,0.35,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,jaw,0–100 ms,3,100,18,0,0.18,0.18,0.18,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,jaw,100–250 ms,4,100,31,0,0.31,0.31,0.31,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,jaw,250–500 ms,8,100,59,0,0.59,0.59,0.59,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,left_brow,0–100 ms,3,100,23,0,0.23,0.23,0.23,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,left_brow,100–250 ms,4,100,23,0,0.23,0.23,0.23,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,left_brow,250–500 ms,8,100,51,0,0.51,0.51,0.51,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,left_cheek,0–100 ms,3,100,22,0,0.22,0.22,0.22,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,left_cheek,100–250 ms,4,100,31,0,0.31,0.31,0.31,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,left_cheek,250–500 ms,8,100,48,0,0.48,0.48,0.48,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,mouth,0–100 ms,3,100,18,0,0.18,0.18,0.18,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,mouth,100–250 ms,4,100,23,0,0.23,0.23,0.23,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,left_eyelid,mouth,250–500 ms,8,100,48,0,0.48,0.48,0.48,False,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
