condition,target,source,lag,n_subjects,n_groups,n_missing,median,mean,n_positive,fraction_positive,ci_low,ci_high,ci_status,estimand,is_synthetic,synthetic_notice,protocol_id
non_speaking,left_brow,right_eyelid,12,30,15,0,-0.00060545119422865,-0.0005836123789376768,0,0.0,-0.0008106059178769,-0.0004631429679563,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_brow,right_eyelid,13,30,15,0,-0.000736721172638,-0.0007206322122127065,0,0.0,-0.0008878615246153,-0.000631880713566,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_brow,right_eyelid,14,30,15,0,-0.0008357875854345001,-0.0008245751638047665,0,0.0,-0.0009411175326059,-0.0007627241058871,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_brow,right_eyelid,15,30,15,0,-0.0008653621382044,-0.0008579704543031202,0,0.0,-0.0009347999189567,-0.0008171957239029,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,1,30,15,0,-4.9985708066681896e-05,-8.263633454672995e-05,13,0.43333333333333335,-0.00024314732634420002,8.694943846427327e-07,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,2,30,15,0,-3.2125919584823255e-05,-7.644519081068788e-05,13,0.43333333333333335,-0.00029431942316429996,3.690385881970505e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,3,30,15,0,-1.2914363721474968e-05,-6.982143442457652e-05,14,0.4666666666666667,-0.00034957748640800004,7.572162625822726e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,4,30,15,0,5.505164697539294e-06,-6.361621210313936e-05,15,0.5,-0.00040341798440495,0.00011316562913182009,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,5,30,15,0,2.0243258316923057e-05,-5.917695663157263e-05,16,0.5333333333333333,-0.00044960797877265,0.00014394474724243735,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,6,30,15,0,2.7577331940204907e-05,-5.8744821301163247e-05,16,0.5333333333333333,-0.00048310588032505,0.00016202898118514587,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,7,30,15,0,2.2477140610362243e-05,-6.627646403816385e-05,16,0.5333333333333333,-0.0005025905763092,0.00016071591331638012,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,8,30,15,0,-2.1983636476143224e-06,-8.852051688898505e-05,15,0.5,-0.0005128815759128499,0.00013225328559733754,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,9,30,15,0,-5.5938381584368004e-05,-0.0001353585965328617,13,0.43333333333333335,-0.00052578961867395,6.776310734114203e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,10,30,15,0,-0.0001484442549997,-0.00021756563180040517,13,0.43333333333333335,-0.0005573674041022499,-4.078379056542564e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,11,30,15,0,-0.0002836845433409,-0.0003405916140440337,10,0.3333333333333333,-0.0006203476660275,-0.0001950485533612,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,12,30,15,0,-0.0004516246642083,-0.0004959439354341901,0,0.0,-0.0007138181677879001,-0.00038259488580375,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,13,30,15,0,-0.000623395018225,-0.0006560456447050434,0,0.0,-0.0008165566365025501,-0.0005725398157737001,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,14,30,15,0,-0.0007568104115606999,-0.0007795646841111301,0,0.0,-0.0008914250447976,-0.0007213693416048,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,jaw,15,30,15,0,-0.0008132971763284,-0.0008282977173042532,0,0.0,-0.00090204061197765,-0.00078993298303565,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,1,30,15,0,-0.00015042255008044999,-0.00011698611330019757,11,0.36666666666666664,-0.00019983625681460002,4.603466054282825e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,2,30,15,0,-0.00016892231235910002,-0.00012353639881785072,11,0.36666666666666664,-0.0002359954349029,9.774455871034434e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,3,30,15,0,-0.0001894910303912,-0.00013121436384465413,11,0.36666666666666664,-0.00027561462451405005,0.0001529160098505,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,4,30,15,0,-0.0002104858123786,-0.00013970087515928232,13,0.43333333333333335,-0.00031509463035575,0.0002054141057746,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,5,30,15,0,-0.0002297298619727,-0.00014839822204770718,14,0.4666666666666667,-0.0003499250200236,0.00024813765782565,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,6,30,15,0,-0.00024472538787075,-0.0001563256990820886,14,0.4666666666666667,-0.00037536599188915003,0.0002746707545327,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,7,30,15,0,-0.00025302784079365,-0.00016213818228541927,14,0.4666666666666667,-0.000387348221886,0.0002809982249134,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,8,30,15,0,-0.00025282015765585,-0.00016442046886717786,14,0.4666666666666667,-0.00038346076167425,0.0002665759847476,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,9,30,15,0,-0.00024357307573859998,-0.0001622414358136536,13,0.43333333333333335,-0.00036376823378955,0.0002342944440597,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,10,30,15,0,-0.0002264682076066,-0.00015568327038729732,11,0.36666666666666664,-0.00033107702558375,0.00018943171054660002,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,11,30,15,0,-0.00020423828326030001,-0.00014596161671372073,11,0.36666666666666664,-0.00029036187738315,0.00013816875698145,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,12,30,15,0,-0.0001803760922088,-0.00013499017866755266,11,0.36666666666666664,-0.0002474492147526,8.629077886063673e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,13,30,15,0,-0.00015807787211079998,-0.00012464143533054918,11,0.36666666666666664,-0.000207491578845,3.83793385124705e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,14,30,15,0,-0.0001394504367753,-0.0001161485318003367,8,0.26666666666666666,-0.00017388692611630002,-2.5391000894577423e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_brow,15,30,15,0,-0.0001252893484545,-0.00010992778593393869,8,0.26666666666666666,-0.00014799128138955,-3.503183257614912e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,1,30,15,0,-9.40948785103533e-06,-3.863273346822393e-05,14,0.4666666666666667,-0.00011145967854610001,0.00011909152629075001,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,2,30,15,0,3.866375792334299e-05,-1.0032588611552274e-06,16,0.5333333333333333,-9.98570169484959e-05,0.00021308832224305,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,3,30,15,0,0.00011053727172205,5.960381396661023e-05,18,0.6,-6.732692395268339e-05,0.00033450284560335,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,4,30,15,0,0.0002141853590516,0.00015231974759455114,19,0.6333333333333333,-1.8548963452600861e-06,0.00048622200812455,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,5,30,15,0,0.0003520199556302,0.00028093658913409776,20,0.6666666666666666,0.00010379047416856148,0.0006645890933305,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,6,30,15,0,0.00051305983902585,0.0004357990401276122,22,0.7333333333333333,0.00024325821041460002,0.0008527925005476,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,7,30,15,0,0.00066859059505225,0.0005891535775224716,24,0.8,0.00039118941609494996,0.0010178925667325,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,8,30,15,0,0.0007779007794692,0.0007006399805709532,26,0.8666666666666667,0.00050809915085795,0.001117633440991,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,9,30,15,0,0.00080493583216175,0.0007338524656656191,27,0.9,0.0005567063507001,0.001117504969862,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,10,30,15,0,0.0007370899869905501,0.0006752243755334834,28,0.9333333333333333,0.00052104973159365,0.0010091266360635,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,11,30,15,0,0.0005930310822307,0.0005420976244752422,27,0.9,0.0004151668865559,0.000816996656112,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,12,30,15,0,0.0004134032387933,0.0003737362220088082,26,0.8666666666666667,0.00027488246392145003,0.00058782780311305,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,13,30,15,0,0.00024105380384755002,0.00021183055823037489,24,0.8,0.0001390036131524,0.00036955481798935,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,14,30,15,0,0.00010417414671370001,8.380842123559887e-05,20,0.6666666666666666,3.305520955285222e-05,0.00019372670401525,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,left_eyelid,15,30,15,0,1.1109278218751455e-05,-2.316635479922314e-06,16,0.5333333333333333,-3.577521473437616e-05,7.014596253030652e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,1,30,15,0,-0.00016150738199429999,-0.0001377808365173486,10,0.3333333333333333,-0.00023926597972535,-7.6241467579338425e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,2,30,15,0,-0.00019443708335985,-0.00016223117132661355,10,0.3333333333333333,-0.00029998496266595,1.4440772130111261e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,3,30,15,0,-0.00024391860841375,-0.0002025653987954903,10,0.3333333333333333,-0.0003794447681203,2.4285867018563907e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,4,30,15,0,-0.00031557966579645,-0.0002653505686275798,10,0.3333333333333333,-0.00048019461848485,1.0191145755375323e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,5,30,15,0,-0.00041118139910495,-0.000353468345944485,10,0.3333333333333333,-0.00060032339151565,-3.6871900727875146e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,6,30,15,0,-0.00052314112030905,-0.0004604125691187248,9,0.3,-0.0007287203177947499,-0.00011630261074876498,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,7,30,15,0,-0.0006314876667595499,-0.0005669922293374492,7,0.23333333333333334,-0.0008428574499784,-0.00021318966471195,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,8,30,15,0,-0.0007078479435898501,-0.0006451193923994864,6,0.2,-0.00091342714107555,-0.00030100943402945,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,9,30,15,0,-0.00072705647728405,-0.0006693434241235697,4,0.13333333333333333,-0.00091619846969475,-0.00035274697890695,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,10,30,15,0,-0.0006802666833842499,-0.0006300375862153231,4,0.13333333333333333,-0.00084488163607265,-0.00035449587183235,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,11,30,15,0,-0.0005804220917592501,-0.0005390688821409934,3,0.1,-0.00071594825146585,-0.00031221761632695003,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,12,30,15,0,-0.00045578995030525003,-0.0004235840382719895,2,0.06666666666666667,-0.00056133782961135,-0.00024691209481525,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,13,30,15,0,-0.00033618686652055,-0.00031246032104361376,1,0.03333333333333333,-0.00041394546425160004,-0.0001823036312842,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,14,30,15,0,-0.00024123051233135,-0.00022469544575946267,0,0.0,-0.00029542060044475003,-0.000133989045536,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,mouth,15,30,15,0,-0.00017672193826889998,-0.00016582135056162833,0,0.0,-0.00021244624610735,-0.00010602400611514025,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,1,30,15,0,-3.960559854501288e-05,-6.271203350540981e-05,14,0.4666666666666667,-0.0001933403035571,4.043999295267383e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,2,30,15,0,-8.463685727271195e-06,-3.9827872834035676e-05,15,0.5,-0.00021713992942580003,0.000100188510646,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,3,30,15,0,3.7317075435230364e-05,-2.9553379835954707e-06,17,0.5666666666666667,-0.0002306285253326,0.0001768292571574,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,4,30,15,0,0.00010238477257984395,5.346844938482348e-05,17,0.5666666666666667,-0.0002230716004847,0.0002718412911102,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,5,30,15,0,0.0001879607083702,0.00013175602781472943,17,0.5666666666666667,-0.00018598750130855,0.0003826656426327,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,6,30,15,0,0.00028712109869499997,0.00022603200379719726,18,0.6,-0.00011932472471604924,0.0004987466802066,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,7,30,15,0,0.0003822102163884,0.00031940041411511884,20,0.6666666666666666,-3.5684038649456065e-05,0.0005997966932048,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,8,30,15,0,0.00044837684283035,0.00038728774793255356,20,0.6666666666666666,4.193101941925425e-05,0.000660002424342,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,9,30,15,0,0.00046373108805,0.0004075264074944797,21,0.7,8.978287837117239e-05,0.0006584360223124,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,10,30,15,0,0.0004207697426262,0.00037185341943120787,21,0.7,9.531336956162973e-05,0.0005902262611566,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,11,30,15,0,0.0003310967996879,0.00029082438626910244,21,0.7,6.315119892004778e-05,0.0004706089814102,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,12,30,15,0,0.00021970682953905,0.00018834264243232542,20,0.6666666666666666,1.1030585840531883e-05,0.0003283590259123,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,13,30,15,0,0.00011289591581234916,8.97894808519855e-05,18,0.6,-4.083878919972257e-05,0.00019294150731,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,14,30,15,0,2.7965963776298376e-05,1.186305319115008e-05,17,0.5666666666666667,-7.91719920739479e-05,8.374986141483978e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,15,30,15,0,-2.9942549115773934e-05,-4.055824203797622e-05,14,0.4666666666666667,-0.00010057224264888048,6.832462718493748e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,1,24,12,6,-0.0001621879234061,-0.00013961532467751816,8,0.3333333333333333,-0.00032237319774105003,-6.026579473244944e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,2,24,12,6,-0.0001893590564433,-0.00015871948736989494,8,0.3333333333333333,-0.00040679116678825,-5.1012110256317116e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,3,24,12,6,-0.00022052004620245,-0.0001811780607558795,9,0.375,-0.00049970840228945,-4.287905097727536e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,4,24,12,6,-0.00025153413131945,-0.0002037479394360406,9,0.375,-0.0005906463597477,-3.5764983224087405e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,5,24,12,6,-0.0002767572112009,-0.00022185104748405492,9,0.375,-0.00066639594989525,-2.883923105990904e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,6,24,12,6,-0.00029086889710335,-0.00023119116541586767,9,0.375,-0.0007143688200406,-2.140584053896197e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,7,24,12,6,-0.0002909784068697,-0.0002296197219246507,9,0.375,-0.0007264071272811499,-1.3925336578158708e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,8,24,12,6,-0.00027774278811825,-0.00021806505643078757,9,0.375,-0.00070124271105555,-8.279731553950589e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,9,24,12,6,-0.0002548231064757,-0.00019991694275885616,9,0.375,-0.00064446184517005,-6.905126334713282e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,10,24,12,6,-0.00022714978496885,-0.00017936359308544752,9,0.375,-0.0005662620133970999,-1.1380636873502357e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,11,24,12,6,-0.00019914723300435002,-0.00015980524755780307,9,0.375,-0.0004783355890914,-2.1506237779189696e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,12,24,12,6,-0.00017378330541899999,-0.0001431437363456427,9,0.375,-0.00039121541576400004,-3.5436359232066204e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,13,24,12,6,-0.0001525248438743,-0.00012995224514575956,8,0.3333333333333333,-0.0003127101182093,-5.060271520069149e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,14,24,12,6,-0.00013575732736165002,-0.00012002644807964935,6,0.25,-0.0002473906950402,-6.472763682345605e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,15,24,12,6,-0.0001232317888216,-0.00011286135405010168,4,0.16666666666666666,-0.00019682504048135,-7.640613086823834e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,1,30,15,0,-3.7543995652923514e-05,-6.426087261019741e-05,15,0.5,-0.0001972466341417,1.2585531073557813e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,2,30,15,0,2.1225376929494277e-07,-3.605267109827715e-05,15,0.5,-0.0002165647368651,6.825701526179178e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,3,30,15,0,6.062166030983699e-05,1.4056575045658823e-05,15,0.5,-0.00021772550541775002,0.00014799286353864999,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,4,30,15,0,0.0001525792006846129,9.601957172223705e-05,18,0.6,-0.00018551128764924998,0.00025870340959735,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,5,30,15,0,0.00027971371063794997,0.00021472689906806218,18,0.6,-0.00010875105233895,0.0004016500474588,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,6,30,15,0,0.00043243530720239997,0.0003618008785415717,21,0.7,1.0211383226405024e-05,0.0005649684054768,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,7,30,15,0,0.00058338471485775,0.0005107607137116456,21,0.7,0.00014926793469665001,0.0007196508964276,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,8,30,15,0,0.0006928507268259001,0.000622216298165088,24,0.8,0.0002706268028499,0.0008253838251003,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,9,30,15,0,0.000725061313783,0.0006600745022130755,24,0.8,0.000336596550806,0.0008469976506039,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,10,30,15,0,0.00066674603561525,0.0006101864066528674,27,0.9,0.00032865554728135,0.000772870244528,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,11,30,15,0,0.0005350529469494,0.0004884878616851886,25,0.8333333333333334,0.00025670578122175,0.0006224241501782,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
